id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,3:03,3:04,3:05,3:08,4:03,4:04,4:05,4:08,5:03,5:04,5:05,5:08,8:03,8:04,8:05,8:08
CPI-SC083EDDA21,COL28A1_a2b1 complex,simple:Q2UY09,complex:a2b1 complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CCF30377,COL13A1_a2b1 complex,simple:Q5TAT6,complex:a2b1 complex,ENSG00000197467,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CE6F5084,COL27A1_a2b1 complex,simple:Q8IZC6,complex:a2b1 complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC03C093767,COL10A1_a2b1 complex,simple:Q03692,complex:a2b1 complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC09DE07794,COL22A1_a2b1 complex,simple:Q8NFW1,complex:a2b1 complex,ENSG00000169436,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SS0EB4002A2,NPR3_NPPC,simple:P17342,simple:P23582,ENSG00000113389,ENSG00000163273,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F300DE24,COL12A1_a2b1 complex,simple:Q99715,complex:a2b1 complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC00064A9CE,COL20A1_a2b1 complex,simple:Q9P218,complex:a2b1 complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC06873D10F,COL17A1_a2b1 complex,simple:Q9UMD9,complex:a2b1 complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0E3784FFB,LAMC1_a2b1 complex,simple:P11047,complex:a2b1 complex,ENSG00000135862,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D9B795CC,CDH1_a2b1 complex,simple:P12830,complex:a2b1 complex,ENSG00000039068,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08B6B74FB,FN1_a2Bb3 complex,simple:P02751,complex:a2Bb3 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BAB29E69,F2_a2Bb3 complex,simple:P00734,complex:a2Bb3 complex,ENSG00000180210,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC04FDBA606,PLG_a2Bb3 complex,simple:P00747,complex:a2Bb3 complex,ENSG00000122194,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08067D831,VTN_a2Bb3 complex,simple:P04004,complex:a2Bb3 complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0AD6D8724,COL26A1_a2b1 complex,simple:Q96A83,complex:a2b1 complex,ENSG00000160963,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08A98E7D4,COL7A1_a2b1 complex,simple:Q02388,complex:a2b1 complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC052A417CB,COL4A3_a2b1 complex,simple:Q01955,complex:a2b1 complex,ENSG00000169031,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC03DD752AB,COL4A4_a2b1 complex,simple:P53420,complex:a2b1 complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05D87F723,COL6A6_a2b1 complex,simple:A6NMZ7,complex:a2b1 complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0606C6896,COL6A5_a2b1 complex,simple:A8TX70,complex:a2b1 complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC01EA4FF6B,COL1A1_a2b1 complex,simple:P02452,complex:a2b1 complex,ENSG00000108821,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC036D78A43,COL2A1_a2b1 complex,simple:P02458,complex:a2b1 complex,ENSG00000139219,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC054484F7B,COL3A1_a2b1 complex,simple:P02461,complex:a2b1 complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02392F4AF,COL4A1_a2b1 complex,simple:P02462,complex:a2b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC01FFC9392,FN1_a2b1 complex,simple:P02751,complex:a2b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CA7B34A5,COL5A2_a2b1 complex,simple:P05997,complex:a2b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05CCF815E,COL1A2_a2b1 complex,simple:P08123,complex:a2b1 complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC07222A428,COL4A2_a2b1 complex,simple:P08572,complex:a2b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0FBFA176B,COL11A1_a2b1 complex,simple:P12107,complex:a2b1 complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08D8A859F,COL6A1_a2b1 complex,simple:P12109,complex:a2b1 complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0814068D9,COL6A2_a2b1 complex,simple:P12110,complex:a2b1 complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D870AE49,COL6A3_a2b1 complex,simple:P12111,complex:a2b1 complex,ENSG00000163359,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0E4E54E13,COL11A2_a2b1 complex,simple:P13942,complex:a2b1 complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08F797F90,COL9A1_a2b1 complex,simple:P20849,complex:a2b1 complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC035134F18,COL5A1_a2b1 complex,simple:P20908,complex:a2b1 complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC04B354AE3,COL8A2_a2b1 complex,simple:P25067,complex:a2b1 complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0FC645961,COL5A3_a2b1 complex,simple:P25940,complex:a2b1 complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC058845C44,COL8A1_a2b1 complex,simple:P27658,complex:a2b1 complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC09C0B5D08,COL4A5_a2b1 complex,simple:P29400,complex:a2b1 complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC039D075C6,COL15A1_a2b1 complex,simple:P39059,complex:a2b1 complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC04B0064C4,COL18A1_a2b1 complex,simple:P39060,complex:a2b1 complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0200AC9E3,THBS1_a2Bb3 complex,simple:P07996,complex:a2Bb3 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-CS0F6CFB979,BMPR1A_BMPR2_BMP6,complex:BMPR1A_BMPR2,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC090855C8E,FN1_aVb3 complex,simple:P02751,complex:aVb3 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0530C27A8,VTN_aVb3 complex,simple:P04004,complex:aVb3 complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC019DBDA78,VCAM1_aDb2 complex,simple:P19320,complex:aDb2 complex,ENSG00000162692,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-CS0157F2E34,ACVL1_BMPR2_GDF2,complex:ACVL1_BMPR2,simple:Q9UK05,,ENSG00000263761,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS08CC8F9D3,ACVR1_BMPR2_BMP7,complex:ACVR1_BMPR2,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS046B3C139,ACVR_1A2A receptor_BMP7,complex:ACVR_1A2A receptor,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0288D901D,ACVR_1A2B receptor_BMP7,complex:ACVR_1A2B receptor,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS05EAF93CC,BMPR1A_BMPR2_BMP7,complex:BMPR1A_BMPR2,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS08109C435,BMPR1B_BMPR2_BMP7,complex:BMPR1B_BMPR2,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0D35E69F6,BMR1A_ACR2A_BMP7,complex:BMR1A_ACR2A,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C99F8D96,BMR1A_AVR2B_BMP7,complex:BMR1A_AVR2B,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0DF85303A,BMR1B_AVR2A_BMP7,complex:BMR1B_AVR2A,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F9DD28F3,JAM3_aMb2 complex,simple:Q9BX67,complex:aMb2 complex,ENSG00000166086,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-CS08A853007,BMR1B_AVR2B_BMP7,complex:BMR1B_AVR2B,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0EC80CA59,ACVR_1A2A receptor_BMP5,complex:ACVR_1A2A receptor,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0FCC00896,ACVR_1A2B receptor_BMP5,complex:ACVR_1A2B receptor,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS046BCFC6F,BMPR1A_BMPR2_BMP5,complex:BMPR1A_BMPR2,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS02C93975C,BMPR1B_BMPR2_BMP5,complex:BMPR1B_BMPR2,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS047EE9E03,BMR1A_ACR2A_BMP5,complex:BMR1A_ACR2A,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0CA393CC5,BMR1A_AVR2B_BMP5,complex:BMR1A_AVR2B,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS01A4D7E2F,BMR1B_AVR2A_BMP5,complex:BMR1B_AVR2A,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0BEC40E19,BMR1B_AVR2B_BMP5,complex:BMR1B_AVR2B,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C16967C6,ACVR1_BMPR2_BMP6,complex:ACVR1_BMPR2,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0FFBA02F8,ACVR_1A2A receptor_BMP6,complex:ACVR_1A2A receptor,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E1BF543E,ACVR1_BMPR2_BMP5,complex:ACVR1_BMPR2,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0B292AEE6,GP1BA_aMb2 complex,simple:P07359,complex:aMb2 complex,ENSG00000185245,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0527EEE7A,C3_aMb2 complex,simple:P01024,complex:aMb2 complex,ENSG00000125730,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0C3E2D267,F10_aMb2 complex,simple:P00742,complex:aMb2 complex,ENSG00000126218,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0755598EE,THBS1_aVb3 complex,simple:P07996,complex:aVb3 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC044E3F9B6,FGF2_aVb3 complex,simple:P09038,complex:aVb3 complex,ENSG00000138685,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0E2D0DC4B,FGF1_aVb3 complex,simple:P05230,complex:aVb3 complex,ENSG00000113578,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0E1037D03,VWF_aVb3 complex,simple:P04275,complex:aVb3 complex,ENSG00000110799,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A58E6695,TNC_aVb3 complex,simple:P24821,complex:aVb3 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0EFCE145F,OMD_aVb3 complex,simple:Q99983,complex:aVb3 complex,ENSG00000127083,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC04F2478E9,FN1_a3b1 complex,simple:P02751,complex:a3b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02BFEEC8A,THBS1_a3b1 complex,simple:P07996,complex:a3b1 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0ED0520DD,LAMA3_a3b1 complex,simple:Q16787,complex:a3b1 complex,ENSG00000053747,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC09938698A,CSPG4_a3b1 complex,simple:Q6UVK1,complex:a3b1 complex,ENSG00000173546,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC06364D669,FN1_a4b1 complex,simple:P02751,complex:a4b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BC542ACC,TNC_a4b1 complex,simple:P24821,complex:a4b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A9EB628A,VCAM1_a4b1 complex,simple:P19320,complex:a4b1 complex,ENSG00000162692,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08B2AD7C6,FN1_a5b1 complex,simple:P02751,complex:a5b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC058F72F90,FBN1_a5b1 complex,simple:P35555,complex:a5b1 complex,ENSG00000166147,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC092C3E4DF,FN1_a8b1 complex,simple:P02751,complex:a8b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC01195CB48,TNC_a8b1 complex,simple:P24821,complex:a8b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC096929DB0,FN1_aVb1 complex,simple:P02751,complex:aVb1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC067AD890A,VTN_aVb1 complex,simple:P04004,complex:aVb1 complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0847A64D2,FN1_aVb5 complex,simple:P02751,complex:aVb5 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A2FE9693,LAMC1_a7b1 complex,simple:P11047,complex:a7b1 complex,ENSG00000135862,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC056BF6CBB,TNC_a9b1 complex,simple:P24821,complex:a9b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC062D34C2A,VCAM1_a9b1 complex,simple:P19320,complex:a9b1 complex,ENSG00000162692,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0EC380922,F2_aVb3 complex,simple:P00734,complex:aVb3 complex,ENSG00000180210,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A1864A37,NPR1_NPPC,simple:P16066,simple:P23582,ENSG00000169418,ENSG00000163273,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A4EE6FE1,LRP5_FAM3B,simple:O75197,simple:P58499,ENSG00000162337,ENSG00000183844,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0EB5AEC83,SELL_CD34,simple:P14151,simple:P28906,ENSG00000188404,ENSG00000174059,FALSE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05FEE05CB,NOTCH4_JAG2,simple:Q99466,simple:Q9Y219,ENSG00000204301,ENSG00000184916,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C4D54E39,NOTCH3_JAG2,simple:Q9UM47,simple:Q9Y219,ENSG00000074181,ENSG00000184916,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B42AD9EF,NOTCH1_WNT4,simple:P46531,simple:P56705,ENSG00000148400,ENSG00000162552,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FA326344,FZD6_WNT4,simple:O60353,simple:P56705,ENSG00000164930,ENSG00000162552,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B87FE6E0,NOTCH1_JAG1,simple:P46531,simple:P78504,ENSG00000148400,ENSG00000101384,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,ENSG00000101384,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A34EE366,NOTCH1_DLK1,simple:P46531,simple:P80370,ENSG00000148400,ENSG00000185559,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS030EDC420,FZD9_WNT7A,simple:O00144,simple:O00755,ENSG00000188763,ENSG00000154764,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05C2D0200,FZD9_WNT1,simple:O00144,simple:P04628,ENSG00000188763,ENSG00000125084,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09FF3A1EA,FZD9_WNT2,simple:O00144,simple:P09544,ENSG00000188763,ENSG00000105989,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B7BC0E4D,CCL24_CCR2,simple:O00175,simple:P41597,ENSG00000106178,ENSG00000121807,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CF0E4DE9,CCL2_CCR2,simple:P13500,simple:P41597,ENSG00000108691,ENSG00000121807,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B0AC1603,CCL24_CCR3,simple:O00175,simple:P51677,ENSG00000106178,ENSG00000183625,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08BFF4F9B,CCL3_CCR3,simple:P10147,simple:P51677,ENSG00000277632,ENSG00000183625,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F6B529A1,CCL5_CCR3,simple:P13501,simple:P51677,ENSG00000271503,ENSG00000183625,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A021DB6E,CCL5_CCR1,simple:P13501,simple:P32246,ENSG00000271503,ENSG00000163823,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05B7D3407,CCL5_ACKR1,simple:P13501,simple:Q16570,ENSG00000271503,ENSG00000213088,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0ABF41CAA,CXCL5_ACKR1,simple:P42830,simple:Q16570,ENSG00000163735,ENSG00000213088,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS008700E67,CCL8_ACKR1,simple:P80075,simple:Q16570,ENSG00000108700,ENSG00000213088,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07EC65CED,CCL7_ACKR1,simple:P80098,simple:Q16570,ENSG00000108688,ENSG00000213088,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08B249DBA,CCL2_CCR10,simple:P13500,simple:P46092,ENSG00000108691,ENSG00000184451,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09D379E5B,NOTCH4_DLL3,simple:Q99466,simple:Q9NYJ7,ENSG00000204301,ENSG00000090932,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0607D1101,NOTCH1_DLL3,simple:P46531,simple:Q9NYJ7,ENSG00000148400,ENSG00000090932,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS003C9A532,NOTCH2_DLL3,simple:Q04721,simple:Q9NYJ7,ENSG00000134250,ENSG00000090932,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00D153A8A,NOTCH4_DLL4,simple:Q99466,simple:Q9NR61,ENSG00000204301,ENSG00000128917,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0518D683C,ADIPOQ_PROKR2,simple:Q15848,simple:Q8NFJ6,ENSG00000181092,ENSG00000101292,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04465565A,PROK1_PROKR2,simple:P58294,simple:Q8NFJ6,ENSG00000143125,ENSG00000101292,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06E42DB13,ADIPOQ_CLEC2D,simple:Q15848,simple:Q9UHP7,ENSG00000181092,ENSG00000069493,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04A5D6B6F,DLL1_NOTCH1,simple:O00548,simple:P46531,ENSG00000198719,ENSG00000148400,FALSE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09C917D22,TNF_FLT4,simple:P01375,simple:P35916,ENSG00000232810,ENSG00000037280,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D883FFF1,VEGFD_FLT4,simple:O43915,simple:P35916,ENSG00000165197,ENSG00000037280,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS084BE3E4B,LTA_TNFRSF1A,simple:P01374,simple:P19438,ENSG00000226979,ENSG00000067182,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F9B3B259,TNFSF13_TNFRSF1A,simple:O75888,simple:P19438,ENSG00000161955,ENSG00000067182,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08B7D54A3,TNF_FAS,simple:P01375,simple:P25445,ENSG00000232810,ENSG00000026103,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A83A7E30,TNFSF13_FAS,simple:O75888,simple:P25445,ENSG00000161955,ENSG00000026103,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F3BF2B34,CCL5_ACKR4,simple:P13501,simple:Q9NPB9,ENSG00000271503,ENSG00000129048,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07D9A48A2,LTA_TNFRSF1B,simple:P01374,simple:P20333,ENSG00000226979,ENSG00000028137,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DBA4D668,DPP4_CXCL12,simple:P27487,simple:P48061,ENSG00000197635,ENSG00000107562,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
