"","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","Peak.Score","Focus.Ratio.Region.Size","Detailed.Annotation","Gene.Name"
"1",2.11206101595536,0.999,0.343,0,1,"Hist1h1b",NA,NA,NA,NA
"2",2.0602589490311,0.999,0.377,0,1,"Hist1h2ap",NA,NA,NA,NA
"3",1.96145532345496,0.999,0.27,0,1,"Hist1h2ae",60.950001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h2ae"
"4",1.85718009847278,1,0.372,0,1,"Top2a",66.425003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Top2a"
"5",1.84868275700493,1,0.411,0,1,"Mki67",99.650002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Mki67"
"6",1.50486429863683,1,0.791,0,1,"Hist1h1e",43.549999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h1e"
"7",1.42506169107302,0.998,0.208,0,1,"Prc1",60.849998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Prc1"
"8",1.42150326098125,0.997,0.294,0,1,"Cenpf",118.824997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cenpf"
"9",1.40067971198795,0.988,0.347,0,1,"Hist2h2ac",29.25,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist2h2ac"
"10",1.37218232161996,0.974,0.133,0,1,"Hist1h2ab",18.666666,"Sample5peaks.txt|Sample6peaks.txt|Sample8peaks.txt","Promoter","Hist1h2ab"
"11",1.33450440496986,0.97,0.134,0,1,"Hist1h3c",NA,NA,NA,NA
"12",1.32740310058849,0.999,0.446,0,1,"Smc4",NA,NA,NA,NA
"13",1.29370333897101,0.997,0.423,0,1,"H2afx",68.449997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","H2afx"
"14",1.26034537444859,0.997,0.486,0,1,"Smc2",NA,NA,NA,NA
"15",1.25859543592491,0.995,0.299,0,1,"Cenpe",88.425003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cenpe"
"16",1.23156337652694,0.986,0.176,0,1,"Nusap1",NA,NA,NA,NA
"17",1.21873498797703,0.995,0.271,0,1,"Kif15",NA,NA,NA,NA
"18",1.21367471618762,1,0.838,0,1,"Hmgb2",196.925003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hmgb2"
"19",1.20783353912108,0.986,0.349,0,1,"Cenpa",56.525002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cenpa"
"20",1.20627461432165,0.961,0.193,0,1,"Hmmr",88.474998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hmmr"
"21",1.20530314079245,0.984,0.35,0,1,"Ube2c",100.650002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ube2c"
"22",1.20415696182622,0.995,0.266,0,1,"Knl1",29.9,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Knl1"
"23",1.20065078545886,0.986,0.205,0,1,"Kif11",57.924999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kif11"
"24",1.16210664346274,0.996,0.318,0,1,"Cdca8",62.625,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdca8"
"25",1.15822524220667,0.995,0.365,0,1,"Pclaf",10.68,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Pclaf"
"26",1.15350703076653,0.999,0.557,0,1,"Hjurp",216.100006,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hjurp"
"27",1.12948621417766,0.996,0.337,0,1,"Birc5",31.725,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Birc5"
"28",1.12928707923082,0.963,0.271,0,1,"Hist1h4d",64.699997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h4d"
"29",1.11033146828226,0.945,0.175,0,1,"Hist1h1a",30.075001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h1a"
"30",1.10002020785563,0.975,0.208,0,1,"Pbk",NA,NA,NA,NA
"31",1.09623235075832,0.984,0.221,0,1,"Mis18bp1",87.699997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Mis18bp1"
"32",1.09005101432943,0.994,0.467,0,1,"Cdk1",42.575001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdk1"
"33",1.07982833921736,0.975,0.246,0,1,"Kif20b",46.525002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kif20b"
"34",1.07897960078978,0.97,0.261,0,1,"Hist1h1d",23.950001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h1d"
"35",1.07816826860182,0.99,0.258,0,1,"Tpx2",66.099998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Tpx2"
"36",1.0747610205893,0.975,0.183,0,1,"Kif23",33.75,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kif23"
"37",1.06177319728652,0.995,0.479,0,1,"Incenp",60.549999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Incenp"
"38",1.05448121322603,0.897,0.137,0,1,"Esco2",103.025002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Esco2"
"39",1.01124349848295,0.962,0.176,0,1,"Anln",24.1,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Anln"
"40",1.009818796417,1,0.732,0,1,"Tmpo",55.949997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Tmpo"
"41",0.983206636842015,0.959,0.169,0,1,"Neil3",28.700001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Neil3"
"42",0.981769097005542,0.956,0.181,0,1,"Cdca2",204.449997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdca2"
"43",0.977221230712912,0.972,0.272,0,1,"Racgap1",32.799999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Racgap1"
"44",0.961951811716358,0.933,0.179,0,1,"Aspm",50.174999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Aspm"
"45",0.959041814953333,0.961,0.311,0,1,"Cdkn2c",73.050003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdkn2c"
"46",0.934478441552075,0.982,0.309,0,1,"Ncapd2",74.574997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ncapd2"
"47",0.930593704732357,0.947,0.191,0,1,"Kif4",NA,NA,NA,NA
"48",0.920297921450334,0.997,0.712,0,1,"Ube2s",85.275002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ube2s"
"49",0.915037954558303,0.955,0.204,0,1,"Aurkb",18.200001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Aurkb"
"50",0.914462654932209,0.961,0.277,0,1,"Cdca3",63.375,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdca3"
"51",0.912438920890045,0.957,0.226,0,1,"Ccna2",NA,NA,NA,NA
"52",0.906968700894094,0.973,0.307,0,1,"Spc24",44.474998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Spc24"
"53",0.90600662182404,0.937,0.186,0,1,"Ncapg",NA,NA,NA,NA
"54",0.895887539308907,1,0.983,0,1,"H2afz",123.574997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","H2afz"
"55",0.895752519247053,0.931,0.186,0,1,"Spc25",110.375,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Spc25"
"56",0.895334263882411,0.938,0.173,0,1,"Bora",NA,NA,NA,NA
"57",0.889620077478553,0.965,0.285,0,1,"Cit",70.75,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cit"
"58",0.887493422562873,0.929,0.171,0,1,"Sgo2a",56.099998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Sgo2a"
"59",0.867981907326693,0.815,0.21,0,1,"Rrm2",18.433332,"Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Rrm2"
"60",0.866974964267962,0.914,0.162,0,1,"Ndc80",70.900002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ndc80"
"61",0.862127613103429,1,0.914,0,1,"Stmn1",28.924999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Stmn1"
"62",0.860980200574542,0.938,0.231,0,1,"Bub1b",27.25,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Bub1b"
"63",0.858423960146683,0.955,0.332,0,1,"Cks2",82.199997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cks2"
"64",0.857596643310895,0.955,0.21,0,1,"Ckap2l",79.199997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ckap2l"
"65",0.85751842318285,0.942,0.621,0,1,"H1f0",NA,NA,NA,NA
"66",0.83144568508103,0.912,0.191,0,1,"Ccnb1",70.175003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ccnb1"
"67",0.828530057632987,0.991,0.608,0,1,"Hist1h1c",41.775002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h1c"
"68",0.820240894023382,0.927,0.276,0,1,"Diaph3",106.724998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Diaph3"
"69",0.816406277459655,0.923,0.289,0,1,"Tk1",NA,NA,NA,NA
"70",0.811013171108065,0.925,0.181,0,1,"Kif22",16.799999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kif22"
"71",0.807042953579403,0.992,0.562,0,1,"Lmnb1",77.775002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Lmnb1"
"72",0.799093994972408,0.936,0.22,0,1,"Nuf2",62.400002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Nuf2"
"73",0.794208375108028,0.938,0.206,0,1,"Fbxo5",142.324997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Fbxo5"
"74",0.793943660522966,0.921,0.182,0,1,"Shcbp1",33.375,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Shcbp1"
"75",0.779743492183576,0.962,0.469,0,1,"Rrm1",61.900002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Rrm1"
"76",0.779471055415672,0.87,0.141,0,1,"Plk1",16.75,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Plk1"
"77",0.774474652818934,0.907,0.197,0,1,"Bub1",19.299999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Bub1"
"78",0.77095247541373,0.977,0.62,0,1,"Ckap5",39.424999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ckap5"
"79",0.763938752977691,0.883,0.15,0,1,"Iqgap3",16.275,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Iqgap3"
"80",0.754001048366365,0.939,0.429,0,1,"Ncapd3",61.324997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ncapd3"
"81",0.748863678003506,0.99,0.748,0,1,"H2afv",116.275002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","H2afv"
"82",0.744666062557997,1,0.995,0,1,"Tubb5",47.25,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Tubb5"
"83",0.735815672029317,0.89,0.174,0,1,"Lockd",41.424999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Lockd"
"84",0.733600130611434,0.865,0.132,0,1,"Ccnf",100.800003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ccnf"
"85",0.729192226155757,0.976,0.614,0,1,"Tubb4b",131.25,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Tubb4b"
"86",0.722930025985901,0.927,0.372,0,1,"Hirip3",21.375,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hirip3"
"87",0.720434981749583,0.94,0.332,0,1,"Tacc3",87.474998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Tacc3"
"88",0.712735446077437,1,0.964,0,1,"Tuba1b",44.75,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Tuba1b"
"89",0.710208954934214,0.866,0.174,0,1,"Pimreg",10.2175,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Pimreg"
"90",0.702267998305196,0.942,0.366,0,1,"Dbf4",NA,NA,NA,NA
"91",0.701709775466733,0.961,0.489,0,1,"Rangap1",100,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Rangap1"
"92",0.699571696915687,0.963,0.493,0,1,"Cks1b",104.125,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cks1b"
"93",0.67861760618543,0.882,0.236,0,1,"Asf1b",100.700005,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Asf1b"
"94",0.67545781791878,0.904,0.277,0,1,"Haspin",26.975,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Haspin"
"95",0.667745051689005,0.866,0.213,0,1,"Dlgap5",NA,NA,NA,NA
"96",0.658637045251471,0.973,0.618,0,1,"Brd8",42.75,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Brd8"
"97",0.656581211005405,0.955,0.53,0,1,"Ccdc34",56.150002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ccdc34"
"98",0.651079724038691,0.967,0.61,0,1,"Rad21",98.449997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Rad21"
"99",0.650802854425379,0.914,0.279,0,1,"Plk4",55.625,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Plk4"
"100",0.650624634402564,0.952,0.459,0,1,"Ezh2",74.050003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ezh2"
"101",0.649699985254343,0.83,0.144,0,1,"Melk",10.795,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Melk"
"102",0.649571592317092,0.851,0.241,0,1,"Ncapg2",85.625,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ncapg2"
"103",0.64560138626443,0.83,0.207,0,1,"Ckap2",NA,NA,NA,NA
"104",0.644213536555565,0.992,0.812,0,1,"Smchd1",95.175003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Smchd1"
"105",0.641619569657063,0.981,0.626,0,1,"Cbx5",67.824997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cbx5"
"106",0.641560806462206,0.888,0.254,0,1,"Rad51ap1",37.900002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Rad51ap1"
"107",0.629012585165911,0.868,0.284,0,1,"Ncaph",NA,NA,NA,NA
"108",0.62809668981865,0.81,0.124,0,1,"Hist1h3e",55.924999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h3e"
"109",0.627804466138059,0.779,0.088,0,1,"Ankle1",19,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ankle1"
"110",0.626035835933515,0.812,0.17,0,1,"Cdkn2d",136.675003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdkn2d"
"111",0.623163331795663,0.98,0.746,0,1,"Bub3",54.424999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Bub3"
"112",0.622704712489812,0.813,0.136,0,1,"Aurka",41.25,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Aurka"
"113",0.621182529110891,0.997,0.861,0,1,"Nucks1",62.350002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Nucks1"
"114",0.618717238750601,0.99,0.815,0,1,"Apobec3",29.950001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Apobec3"
"115",0.618254719917072,0.997,0.889,0,1,"Smc1a",NA,NA,NA,NA
"116",0.617343481496272,0.814,0.148,0,1,"Sgo1",108.125,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Sgo1"
"117",0.612355103744686,0.834,0.209,0,1,"G2e3",59.125,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","G2e3"
"118",0.610834533380528,0.808,0.111,0,1,"Spag5",19.35,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Spag5"
"119",0.607629846473889,0.931,0.512,0,1,"Odf2",56.174999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Odf2"
"120",0.606429882823248,0.993,0.86,0,1,"Dek",NA,NA,NA,NA
"121",0.603966077519976,0.929,0.43,0,1,"Lbr",65.275002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Lbr"
"122",0.602748272134023,0.907,0.42,0,1,"Tyms",NA,NA,NA,NA
"123",0.599578891635646,0.84,0.179,0,1,"Trim59",31.325001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Trim59"
"124",0.599479784290728,0.792,0.208,0,1,"Gas2l3",40.150002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Gas2l3"
"125",0.595481464408842,0.775,0.116,0,1,"Prr11",82.949997,"Sample6peaks.txt|Sample7peaks.txt","Promoter","Prr11"
"126",0.593561643384539,1,1,0,1,"H3f3b",73.449997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","H3f3b"
"127",0.593489547191712,0.935,0.489,0,1,"Cep192",27.424999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cep192"
"128",0.591533240835282,0.978,0.785,0,1,"Anp32e",71.675003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Anp32e"
"129",0.585436794422892,0.889,0.29,0,1,"Ccnb2",18.924999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ccnb2"
"130",0.580893215659285,0.802,0.128,0,1,"Foxm1",NA,NA,NA,NA
"131",0.580829705699645,0.813,0.163,0,1,"Kif2c",29.625,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kif2c"
"132",0.566751928839089,0.747,0.097,0,1,"Hist1h2bj",NA,NA,NA,NA
"133",0.557088119209203,0.709,0.126,0,1,"Ccdc18",NA,NA,NA,NA
"134",0.55327492231823,0.847,0.315,0,1,"Cdk5rap2",110.674995,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdk5rap2"
"135",0.553125001736962,0.842,0.274,0,1,"Knstrn",NA,NA,NA,NA
"136",0.550373965432856,0.766,0.186,0,1,"Cdc20",48.075001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdc20"
"137",0.54997167262015,0.821,0.217,0,1,"Cdkn3",129.649994,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cdkn3"
"138",0.546663800477121,0.733,0.143,0,1,"Hist1h4h",51.474998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h4h"
"139",0.542481927275364,0.796,0.167,0,1,"Cep55",94.675003,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cep55"
"140",0.537305831271512,1,0.995,0,1,"Hmgb1",66.775002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hmgb1"
"141",0.53261742656205,0.838,0.318,0,1,"Cenpc1",144.600006,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cenpc1"
"142",0.531865230070972,0.991,0.857,0,1,"Jpt1",55.325001,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Jpt1"
"143",0.530283546540194,0.995,0.836,0,1,"Hmgn2",31.975,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hmgn2"
"144",0.526144967601906,0.85,0.374,0,1,"Arhgap11a",40.666668,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt","Promoter","Arhgap11a"
"145",0.526083867476088,0.967,0.772,0,1,"Ctcf",41.424999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ctcf"
"146",0.522186762786415,0.699,0.102,0,1,"Troap",61.299999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Troap"
"147",0.520290121583009,0.801,0.239,0,1,"Cenpm",39.849998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cenpm"
"148",0.515687522114071,0.725,0.189,0,1,"Kpna2",34.149998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kpna2"
"149",0.50635781848636,0.702,0.158,0,1,"E2f8",47.650002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","E2f8"
"150",0.502015565993467,0.848,0.377,0,1,"Cep295",62.099998,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cep295"
"151",0.501295969714706,0.92,0.549,0,1,"Sae1",23.424999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Sae1"
"152",0.497677067429905,0.785,0.227,0,1,"Cep128",120.900002,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Cep128"
"153",0.490972284167492,0.762,0.148,0,1,"Kif20a",NA,NA,NA,NA
"154",0.485204603600719,0.688,0.119,0,1,"Stil",99.5,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Stil"
"155",0.479809255667273,0.654,0.158,0,1,"Hist1h2be",49.549999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h2be"
"156",0.475660126443373,0.718,0.133,0,1,"Ect2",134.274994,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ect2"
"157",0.472284890179395,0.662,0.094,0,1,"Kif14",NA,NA,NA,NA
"158",0.465999509580903,0.706,0.11,0,1,"Ttk",90.324997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ttk"
"159",0.460973316684795,0.658,0.148,0,1,"Spdl1",29.125,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Spdl1"
"160",0.450009861087594,0.685,0.133,0,1,"Ube2t",40.174999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Ube2t"
"161",0.449212424178019,0.645,0.112,0,1,"Kif18a",82.824997,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Kif18a"
"162",0.44692491365976,0.628,0.083,0,1,"Hist1h2bm",61.625,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Hist1h2bm"
"163",0.437645627611606,0.554,0.093,0,1,"Hist1h2ac",NA,NA,NA,NA
"164",0.430983947956837,0.704,0.169,0,1,"Zwilch",17.1,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Zwilch"
"165",0.429766367814498,0.704,0.159,0,1,"Eri2",34.924999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Eri2"
"166",0.426096199797607,0.637,0.087,0,1,"Depdc1a",57.125,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Depdc1a"
"167",0.421532497469113,0.767,0.296,0,1,"Rhno1",48.799999,"Sample5peaks.txt|Sample6peaks.txt|Sample7peaks.txt|Sample8peaks.txt","Promoter","Rhno1"
