"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ctsb",4.80959752863451e-180,-0.556205059881667,0.999,0.999,1.12645583718149e-175,"1","Ctsb"
"Rfc5",6.17522775543041e-180,0.287832789856438,0.659,0.283,1.44630009259936e-175,"1","Rfc5"
"Ccng2",2.66016077137336e-179,0.32607194818791,0.727,0.363,6.23036254263354e-175,"1","Ccng2"
"Psip1",6.58376029093602e-178,0.395747086966914,0.848,0.528,1.54198249774013e-173,"1","Psip1"
"Smtn",1.0236459487821e-177,0.182179304543813,0.333,0.062,2.39748117664256e-173,"1","Smtn"
"Gm15489",1.22629871859647e-177,0.14343671208926,0.236,0.024,2.87211422882479e-173,"1","Gm15489"
"Jade1",1.71500701562475e-176,0.302839914097891,0.64,0.278,4.01671793129472e-172,"1","Jade1"
"Cspp1",1.01061115551858e-174,0.365071073246928,0.886,0.598,2.36695238734007e-170,"1","Cspp1"
"Selenoh",1.40854666876979e-174,0.348148979161427,0.972,0.8,3.29895715292572e-170,"1","Selenoh"
"Nedd1",2.75767610498762e-172,0.269463023297481,0.605,0.252,6.45875320549151e-168,"1","Nedd1"
"Uhrf2",2.851613840264e-172,0.34899745214225,0.93,0.716,6.67876477528232e-168,"1","Uhrf2"
"Rbbp7",7.08526561505079e-172,0.345244990875503,0.925,0.709,1.65944005970104e-167,"1","Rbbp7"
"Nudc",1.64487074442653e-171,0.329501172348765,0.97,0.844,3.85245177052137e-167,"1","Nudc"
"Gpr183",4.13600095285802e-171,0.426553035228725,0.903,0.676,9.68692783168877e-167,"1","Gpr183"
"Mrpl51",1.1338106445583e-168,0.319526422448576,0.907,0.676,2.65549791062e-164,"1","Mrpl51"
"Lnpk",2.39959979137982e-168,0.307440731698845,0.766,0.419,5.62010267139068e-164,"1","Lnpk"
"Sun2",1.05841221969695e-167,0.339394651163096,0.806,0.482,2.47890725975222e-163,"1","Sun2"
"Polq",1.08288851522778e-167,0.177431738513471,0.315,0.058,2.53623319151498e-163,"1","Polq"
"Traip",1.06520465438236e-166,0.220136794822809,0.493,0.161,2.49481582102893e-162,"1","Traip"
"Nes",2.56722509253393e-166,0.429290509852462,0.895,0.606,6.01269788922371e-162,"1","Nes"
"Smc3",4.00330890708831e-166,0.358319056092464,0.955,0.776,9.37614979129154e-162,"1","Smc3"
"Rad18",4.42132051380418e-166,0.236464937706727,0.503,0.168,1.03551747753808e-161,"1","Rad18"
"Ift80",4.98661804411866e-166,0.188739434643863,0.354,0.079,1.16791581211303e-161,"1","Ift80"
"Hmgn1",8.52959237676188e-166,0.304789482049431,0.993,0.947,1.9977158305614e-161,"1","Hmgn1"
"Nudt4",1.02288304401342e-165,0.313219130795098,0.837,0.545,2.39569437738384e-161,"1","Nudt4"
"Cntrob",1.81496224602846e-165,0.213717683960104,0.409,0.11,4.25082307642326e-161,"1","Cntrob"
"Hist1h2af",2.7749014083394e-165,0.114963626971345,0.206,0.017,6.4990965884717e-161,"1","Hist1h2af"
"Mis12",4.09626610254663e-165,0.279702611411253,0.647,0.295,9.59386483877446e-161,"1","Mis12"
"Haus5",1.24451869068957e-164,0.214129931651892,0.474,0.15,2.91478722546404e-160,"1","Haus5"
"Kntc1",7.82684768965064e-164,0.21418167132556,0.414,0.112,1.83312599739308e-159,"1","Kntc1"
"Prdx4",8.23661342786128e-164,0.320736003131015,0.967,0.828,1.92909723093939e-159,"1","Prdx4"
"Atad5",2.42531421304567e-163,0.3183635885961,0.719,0.35,5.68032841837426e-159,"1","Atad5"
"Hspa8",6.03183917769036e-162,-0.33854464792511,0.999,1,1.41271705380686e-157,"1","Hspa8"
"Hist1h2br",1.48796463126208e-160,0.135799856783722,0.281,0.049,3.48496196287892e-156,"1","Hist1h2br"
"4930579G24Rik",4.02366776382824e-160,0.176824300288381,0.363,0.085,9.42383226966213e-156,"1","4930579G24Rik"
"Haus4",1.86592733441682e-159,0.27343323830626,0.634,0.287,4.37018840993763e-155,"1","Haus4"
"Fcgr3",3.09677490976279e-159,-0.385404099038221,0.995,0.994,7.25295651615544e-155,"1","Fcgr3"
"Lamp1",1.13993961912922e-158,-0.314220838462413,0.999,0.999,2.66985258196254e-154,"1","Lamp1"
"Cenpj",2.31893667733025e-158,0.245839914553474,0.495,0.171,5.43118159197517e-154,"1","Cenpj"
"C2cd5",5.80462108422924e-158,0.28280023940343,0.595,0.259,1.35950030413733e-153,"1","C2cd5"
"Rbbp4",1.93962391839645e-156,0.310437331843586,0.971,0.825,4.54279317927634e-152,"1","Rbbp4"
"Bard1",2.29554822361476e-156,0.206016636171867,0.419,0.12,5.37640349452813e-152,"1","Bard1"
"Cdca4",3.71311758862903e-156,0.245054636905957,0.537,0.209,8.69649270432805e-152,"1","Cdca4"
"Brip1os",2.57431959136893e-155,0.297945314696945,0.786,0.457,6.02931391494518e-151,"1","Brip1os"
"Lmnb2",1.19226327638997e-154,0.225409620257929,0.483,0.167,2.79239981963296e-150,"1","Lmnb2"
"Zc3h7a",1.34803308689713e-154,0.332547369549048,0.906,0.679,3.15722829282176e-150,"1","Zc3h7a"
"Hist1h3a",3.85016407206659e-154,0.180927163010878,0.33,0.072,9.01746927318716e-150,"1","Hist1h3a"
"Nup155",7.33543451361952e-154,0.269998778333126,0.658,0.315,1.71803211743483e-149,"1","Nup155"
"Ssrp1",8.02644155712645e-154,0.32052164384855,0.946,0.748,1.87987287709459e-149,"1","Ssrp1"
"Hk2",3.35529627665703e-153,-0.390856876281828,0.578,0.777,7.85843940955844e-149,"1","Hk2"
"Snrpd1",6.92122438128662e-153,0.313694880411306,0.956,0.802,1.62101996234114e-148,"1","Snrpd1"
"Gabarap",6.14907609336098e-152,-0.349103608330983,0.99,0.992,1.44017511182608e-147,"1","Gabarap"
"Eef1a1",1.34071497342585e-151,-0.22868777399357,1,1,3.14008853926069e-147,"1","Eef1a1"
"Zw10",1.46015695021895e-151,0.240644932051651,0.531,0.209,3.4198335931078e-147,"1","Zw10"
"Dynlt1a",2.31936333966554e-151,0.237019636211023,0.575,0.239,5.43218087783067e-147,"1","Dynlt1a"
"Cep72",4.48166217213213e-151,0.179394117015368,0.348,0.084,1.04965009733507e-146,"1","Cep72"
"Rexo5",1.62727050294864e-149,0.177136281112536,0.357,0.089,3.811230244956e-145,"1","Rexo5"
"Zfp382",5.76203047537843e-149,0.151710475724874,0.271,0.047,1.34952515763838e-144,"1","Zfp382"
"Cep70",1.6891117253352e-148,0.23373847765628,0.53,0.205,3.95606857190757e-144,"1","Cep70"
"Trem2",3.43136967373504e-148,-0.32562611874047,1,0.999,8.03661091285483e-144,"1","Trem2"
"Cenpu",4.31116782182637e-148,0.191014319460477,0.386,0.106,1.00971861554996e-143,"1","Cenpu"
"Dynlt1f",4.61435056637905e-148,0.272242974968642,0.714,0.388,1.08072704615164e-143,"1","Dynlt1f"
"Zfp41",4.9951212389619e-147,0.189076290448757,0.376,0.103,1.16990734537727e-142,"1","Zfp41"
"Gpsm2",1.8282445810646e-146,0.14517111277782,0.288,0.055,4.28193163331139e-142,"1","Gpsm2"
"Exosc8",8.15878976075374e-146,0.285287487388152,0.859,0.567,1.91087014986613e-141,"1","Exosc8"
"Gm42031",3.46059134770878e-145,0.427896605688738,0.649,0.317,8.10505099546872e-141,"1","Gm42031"
"Lsm5",1.65268876953943e-144,0.290024548661109,0.834,0.549,3.8707623671383e-140,"1","Lsm5"
"Topbp1",6.29560567674139e-144,0.25747541650507,0.867,0.545,1.4744938055496e-139,"1","Topbp1"
"Smc6",3.55517648014158e-143,0.347018859903997,0.917,0.705,8.32657883413959e-139,"1","Smc6"
"Ctsz",1.3990327666928e-142,-0.368688559679479,0.999,0.999,3.2766746428712e-138,"1","Ctsz"
"Uevld",3.23890693924015e-142,0.203087472440058,0.42,0.132,7.58584394239434e-138,"1","Uevld"
"Id1",8.1095460976319e-142,0.166608726847502,0.273,0.052,1.89933679152637e-137,"1","Id1"
"Ubb",4.94078512357531e-141,0.271966565471712,1,0.999,1.15718128379257e-136,"1","Ubb"
"Rdh11",7.17844727207698e-141,0.220423479688285,0.457,0.163,1.68126413559315e-136,"1","Rdh11"
"Ranbp1",2.04451796395933e-139,0.328512915683614,0.98,0.878,4.78846552338915e-135,"1","Ranbp1"
"Numa1",2.25663073814557e-139,0.343681952741042,0.901,0.694,5.28525485181074e-135,"1","Numa1"
"Selenop",3.29468772100116e-139,-0.506025514995206,1,0.999,7.71648811135682e-135,"1","Selenop"
"Ctsl",4.22884917998968e-139,-0.515355606592097,1,0.999,9.90438766445384e-135,"1","Ctsl"
"Hspe1",7.21680746047226e-139,-0.309500523482239,0.951,0.965,1.69024847531721e-134,"1","Hspe1"
"Crybg3",8.58524707179863e-139,0.281364526836829,0.692,0.363,2.01075071668596e-134,"1","Crybg3"
"Calr",1.24010636353342e-138,-0.383790843642429,0.996,0.998,2.90445311403162e-134,"1","Calr"
"Cd300c2",4.25390573580697e-138,-0.413578675593113,0.806,0.886,9.96307262383351e-134,"1","Cd300c2"
"Actn4",6.65835657569608e-138,0.292525239473426,0.833,0.577,1.55945369359378e-133,"1","Actn4"
"Eri1",3.82900156916548e-137,0.289007580545674,0.738,0.422,8.96790457514248e-133,"1","Eri1"
"Slc12a2",7.70786065301617e-136,-0.44180210879933,0.761,0.841,1.80525804354292e-131,"1","Slc12a2"
"Ddx11",8.00675423943853e-136,0.202474275421632,0.454,0.159,1.8752619104189e-131,"1","Ddx11"
"Sclt1",7.05802277074368e-135,0.272213685777015,0.662,0.339,1.65305951313588e-130,"1","Sclt1"
"Nemp1",7.57222441224352e-135,0.164969646733197,0.34,0.088,1.77349067959155e-130,"1","Nemp1"
"Cse1l",9.97065389551612e-135,0.263552117566787,0.706,0.389,2.33522684886883e-130,"1","Cse1l"
"Smarca5",5.4735664818816e-134,0.315310875145172,0.98,0.903,1.28196400572149e-129,"1","Smarca5"
"Mcm10",1.08408511893611e-133,0.161228949175759,0.452,0.167,2.53903575706027e-129,"1","Mcm10"
"Chaf1a",3.88149401091392e-133,0.195722155303128,0.584,0.266,9.0908471229615e-129,"1","Chaf1a"
"Map1lc3b",5.41058672509882e-133,-0.31509501162692,0.765,0.841,1.26721351688539e-128,"1","Map1lc3b"
"Akr1a1",8.18247364338149e-133,-0.286297477846197,0.993,0.991,1.91641715201638e-128,"1","Akr1a1"
"Cdc7",1.41079108259879e-132,0.197056438993624,0.441,0.152,3.30421379455462e-128,"1","Cdc7"
"4930503L19Rik",2.03238645891982e-132,0.195330334506428,0.414,0.137,4.76005232543611e-128,"1","4930503L19Rik"
"Rbm15",5.6167147121879e-132,0.257815411220127,0.642,0.329,1.31549075274153e-127,"1","Rbm15"
"Fignl1",2.78827311664451e-131,0.223414617806165,0.583,0.263,6.5304144664931e-127,"1","Fignl1"
"Bicd2",5.05575487409947e-131,0.296889388010538,0.755,0.478,1.18410834906284e-126,"1","Bicd2"
"Arhgap33",1.58153938872236e-130,0.170490951142351,0.385,0.118,3.70412340232664e-126,"1","Arhgap33"
"Dgcr8",4.40198943477705e-130,0.265262998975775,0.666,0.349,1.03098994551913e-125,"1","Dgcr8"
"Rgs10",1.25052450938465e-129,-0.284062241688058,0.996,0.998,2.92885345342979e-125,"1","Rgs10"
"Ccdc88a",1.46935664248953e-128,0.319673017753697,0.909,0.685,3.44138019237472e-124,"1","Ccdc88a"
"Banf1",1.18587153255281e-127,0.277880988127865,0.925,0.729,2.77742971639195e-123,"1","Banf1"
"Nfatc2ip",2.30469881130063e-127,0.187294330487922,0.408,0.136,5.39783508594721e-123,"1","Nfatc2ip"
"Alg8",3.13858816873554e-127,0.247047837742592,0.658,0.349,7.35088734999551e-123,"1","Alg8"
"Pycard",4.72491979883092e-127,-0.30699171007599,0.979,0.982,1.10662346608419e-122,"1","Pycard"
"Vrk1",7.16328845225935e-127,0.26701163294431,0.797,0.51,1.67771378840366e-122,"1","Vrk1"
"Hnrnpd",1.23870057806688e-126,0.284664928324466,0.988,0.922,2.90116062389043e-122,"1","Hnrnpd"
"Supt16",3.72432561302234e-125,0.310916965307973,0.955,0.836,8.72274301825963e-121,"1","Supt16"
"Bri3",5.20062881972087e-125,-0.398796443499866,0.885,0.933,1.21803927586682e-120,"1","Bri3"
"Psd3",9.18583488552825e-124,0.178619509892062,0.433,0.154,2.15141438853957e-119,"1","Psd3"
"Uhrf1",2.32908577669333e-123,0.140680040020845,0.607,0.315,5.45495179759345e-119,"1","Uhrf1"
"Mdm1",7.17322385868317e-123,0.215558938737856,0.491,0.2,1.68004075994219e-118,"1","Mdm1"
"Selplg",1.47077879995753e-122,0.33064974300182,0.987,0.89,3.44471102738053e-118,"1","Selplg"
"Ddx39",2.9940665412809e-122,0.27188978154826,0.85,0.595,7.012403246334e-118,"1","Ddx39"
"Upf3b",3.41829725143339e-122,0.270236479326447,0.771,0.478,8.00599399258214e-118,"1","Upf3b"
"Nup160",1.7097178059678e-121,0.206071439422225,0.504,0.212,4.00433007335719e-117,"1","Nup160"
"Fbxo34",5.96467867335053e-121,0.243131041855592,0.668,0.363,1.39698739208543e-116,"1","Fbxo34"
"Ddias",1.68514336905565e-120,0.121335434195004,0.251,0.05,3.94677428466523e-116,"1","Ddias"
"Nxt1",4.73891207864174e-120,0.245427723090326,0.669,0.37,1.10990059793868e-115,"1","Nxt1"
"Cpd",2.77365836104808e-119,0.289230707836321,0.906,0.689,6.49618524741072e-115,"1","Cpd"
"Rassf1",3.37848700838006e-119,0.250861089354211,0.631,0.332,7.91275442232693e-115,"1","Rassf1"
"Lrr1",7.12359580749231e-119,0.122239621514083,0.265,0.058,1.66841737407277e-114,"1","Lrr1"
"Klf6",1.45689817543703e-118,0.319476665801848,0.844,0.608,3.41220121669106e-114,"1","Klf6"
"Ccsap",1.52159018305505e-118,0.168706510955479,0.338,0.099,3.56371636773323e-114,"1","Ccsap"
"Papd7",2.26382147672047e-118,0.218834847009288,0.522,0.23,5.30209628062702e-114,"1","Papd7"
"Ssbp2",2.66600436158533e-117,0.25492427536132,0.716,0.416,6.24404881526899e-113,"1","Ssbp2"
"Pole",1.02587003355208e-116,0.183715631809293,0.462,0.183,2.40269020558233e-112,"1","Pole"
"Stab1",2.02989997951302e-116,-0.447538806368424,0.836,0.894,4.75422874201744e-112,"1","Stab1"
"Kif24",4.61278876518949e-116,0.144075282293522,0.288,0.071,1.08036125669503e-111,"1","Kif24"
"Higd2a",7.35513513684437e-116,-0.298284316057935,0.851,0.894,1.72264620040032e-111,"1","Higd2a"
"Cbfb",1.74624827835006e-115,0.246242935623225,0.815,0.542,4.08988809272368e-111,"1","Cbfb"
"Mb21d1",6.84258107105588e-115,0.255394678131746,0.694,0.388,1.602600912652e-110,"1","Mb21d1"
"Nsmce1",2.39173621359758e-114,0.260020355433968,0.782,0.525,5.60168538586689e-110,"1","Nsmce1"
"Cndp2",6.30565025569737e-114,-0.318774934519836,0.599,0.726,1.47684634638688e-109,"1","Cndp2"
"Gabpb2",7.81503824107716e-114,0.277021518568342,0.812,0.538,1.83036010644268e-109,"1","Gabpb2"
"Ypel3",2.61682308732008e-113,-0.381849193005954,0.606,0.747,6.12886135281235e-109,"1","Ypel3"
"Mybl1",3.40925356759085e-113,0.130117627312745,0.241,0.049,7.98481278065453e-109,"1","Mybl1"
"Brca2",7.20359642140495e-113,0.24835955355575,0.62,0.315,1.68715431785725e-108,"1","Brca2"
"Gnpda1",1.55576494381907e-112,-0.30363720701008,0.377,0.603,3.64375707491863e-108,"1","Gnpda1"
"Ctsa",4.58088432269458e-112,-0.334985212735643,0.986,0.985,1.0728889172183e-107,"1","Ctsa"
"Cntd1",5.25320605614879e-112,0.128379393269159,0.216,0.039,1.23035339041061e-107,"1","Cntd1"
"Fanca",8.41075447603493e-112,0.155336772648585,0.334,0.1,1.96988280583214e-107,"1","Fanca"
"Ing1",5.60771060088732e-111,0.253931928032988,0.697,0.418,1.31338189983382e-106,"1","Ing1"
"Poc5",3.84941302776362e-110,0.176367190083417,0.405,0.149,9.01571025232518e-106,"1","Poc5"
"Uchl5",5.93488770142295e-110,0.245461431733629,0.808,0.544,1.39001004855027e-105,"1","Uchl5"
"Fanci",1.13034291437766e-109,0.132674881036157,0.266,0.064,2.64737613976391e-105,"1","Fanci"
"Runx1",2.00157902697873e-109,0.287448134800113,0.893,0.7,4.68789823908688e-105,"1","Runx1"
"Mphosph9",4.69369675678875e-109,0.188820570979158,0.484,0.206,1.09931071740749e-104,"1","Mphosph9"
"Ctsd",1.36881612049872e-108,-0.500244709511208,1,0.999,3.20590423582006e-104,"1","Ctsd"
"Vars",2.39193644316802e-108,0.256096425416228,0.857,0.61,5.60215434354382e-104,"1","Vars"
"Glul",5.08119064468903e-108,-0.313431698337473,0.958,0.968,1.19006566089262e-103,"1","Glul"
"Cstb",9.32305001897979e-108,-0.388500507279854,0.622,0.761,2.18355154494526e-103,"1","Cstb"
"Pck2",6.94548354500207e-106,0.224402485034718,0.635,0.347,1.62670170107493e-101,"1","Pck2"
"Ccdc77",1.35323391556458e-105,0.167189754520379,0.402,0.149,3.16940915364379e-101,"1","Ccdc77"
"Net1",2.14437128550861e-105,0.128327470633798,0.263,0.065,5.02233198778972e-101,"1","Net1"
"Nfyb",1.00526616420783e-104,0.226983705981326,0.617,0.336,2.35443388319116e-100,"1","Nfyb"
"Akirin1",1.65437050432329e-104,-0.279900050168058,0.615,0.759,3.87470115817557e-100,"1","Akirin1"
"0610012G03Rik",1.8092307189154e-104,-0.265928493674869,0.799,0.841,4.23739926677176e-100,"1","0610012G03Rik"
"Mat2a",2.03947923764688e-104,0.26436740438881,0.976,0.857,4.77666432249275e-100,"1","Mat2a"
"Tube1",4.62377155051685e-104,0.137602533312794,0.27,0.069,1.08293353484655e-99,"1","Tube1"
"Ccne1",5.64449843498014e-104,0.196871756884389,0.406,0.154,1.3219979784567e-99,"1","Ccne1"
"Nup205",1.9365465925514e-103,0.20491839562241,0.578,0.295,4.53558577441463e-99,"1","Nup205"
"Ddah2",5.84287517157487e-103,0.26853234882966,0.831,0.603,1.36845979393455e-98,"1","Ddah2"
"Ppia",1.02916768960141e-102,0.183794127045688,1,1,2.41041364581547e-98,"1","Ppia"
"Ucp2",2.1165202061733e-102,-0.326172210023735,0.946,0.961,4.95710197487849e-98,"1","Ucp2"
"Hras",3.04424579896109e-102,-0.283764580607619,0.8,0.867,7.12992808574676e-98,"1","Hras"
"Cyba",6.15483334803005e-102,-0.236174570772446,1,0.999,1.44152351844212e-97,"1","Cyba"
"Fmr1",7.21341760641962e-102,0.247806998965003,0.792,0.544,1.68945453759954e-97,"1","Fmr1"
"Nrf1",9.14085953855979e-102,0.200029306334032,0.67,0.379,2.14088071252609e-97,"1","Nrf1"
"Hmgxb4",3.64484697714234e-101,0.227347476082184,0.752,0.472,8.53659610516508e-97,"1","Hmgxb4"
"Kdm5b",7.24996408462e-101,-0.200924779364409,0.061,0.277,1.69801408825885e-96,"1","Kdm5b"
"Pola1",1.25137436514452e-100,0.24834721509487,0.56,0.278,2.93084390060497e-96,"1","Pola1"
"Atp11c",3.12745587841321e-100,0.217373258360108,0.606,0.328,7.32481441283159e-96,"1","Atp11c"
"Cep350",3.96109146213445e-100,0.309734174299642,0.858,0.699,9.27727231346509e-96,"1","Cep350"
"Rfc4",8.04973312243424e-100,0.189523767978542,0.58,0.298,1.88532799460532e-95,"1","Rfc4"
"Ccdc82",8.28351798718655e-100,0.224515021515775,0.648,0.364,1.94008274777896e-95,"1","Ccdc82"
"Lmo2",1.12045068024613e-99,-0.284970256775719,0.85,0.887,2.62420753820446e-95,"1","Lmo2"
"Sirt2",1.92880185045168e-99,-0.266396186396735,0.743,0.815,4.51744681394288e-95,"1","Sirt2"
"Tmem97",3.27310716392452e-99,0.239633452797455,0.743,0.467,7.66594428862761e-95,"1","Tmem97"
"Nup62",2.24761579140123e-98,0.201247632207664,0.638,0.355,5.26414094504082e-94,"1","Nup62"
"Abca1",6.39136776321999e-98,-0.534817758922325,0.61,0.759,1.49692224382375e-93,"1","Abca1"
"Lsm3",8.33685568870987e-98,0.225683332985383,0.768,0.507,1.95257497085274e-93,"1","Lsm3"
"Aldoa",1.39272621618971e-97,-0.360755410466771,0.764,0.852,3.26190407093791e-93,"1","Aldoa"
"Sms",2.02700851224069e-97,0.252054468360433,0.834,0.613,4.74745663651892e-93,"1","Sms"
"Cntrl",4.663910560662e-97,0.259080222716601,0.894,0.693,1.09233449241265e-92,"1","Cntrl"
"Rnaseh2c",1.86689304846061e-96,0.238334533009151,0.9,0.728,4.37245020879959e-92,"1","Rnaseh2c"
"Cd300a",2.22002352219086e-96,-0.328913661607126,0.681,0.793,5.19951709132322e-92,"1","Cd300a"
"Dtymk",3.50802583439207e-96,0.232511133829048,0.836,0.59,8.21614730672967e-92,"1","Dtymk"
"Atp6v1f",4.53143760528068e-96,-0.253945699749654,0.9,0.92,1.06130800153279e-91,"1","Atp6v1f"
"Odf2l",8.91615275329411e-96,0.182506013374504,0.493,0.229,2.08825213634901e-91,"1","Odf2l"
"Rdm1",1.26423713345425e-95,0.184916244019405,0.461,0.204,2.96096979026321e-91,"1","Rdm1"
"Atf7ip",1.61585658729942e-95,0.260042811673411,0.885,0.696,3.78449771311396e-91,"1","Atf7ip"
"Palb2",1.17730544801127e-94,0.16331278063062,0.427,0.179,2.7573670897872e-90,"1","Palb2"
"Nup107",2.74362668456444e-94,0.151847822875009,0.402,0.16,6.42584805791837e-90,"1","Nup107"
"Stk17b",4.15062688216184e-94,0.195019167909659,0.588,0.313,9.72118322071125e-90,"1","Stk17b"
"Nup50",6.54866195600078e-94,0.225717398493973,0.766,0.508,1.53376211671494e-89,"1","Nup50"
"Hspa5",7.10260027858529e-94,-0.37424278712419,0.989,0.988,1.66350001124746e-89,"1","Hspa5"
"1810037I17Rik",1.72827791027828e-93,0.259999214881098,0.874,0.701,4.04779969366277e-89,"1","1810037I17Rik"
"Hnrnpab",1.98153902130963e-93,0.253706879238579,0.978,0.906,4.64096254180929e-89,"1","Hnrnpab"
"Jun",2.96043521344645e-93,0.283791139305668,0.835,0.6,6.93363531341293e-89,"1","Jun"
"Ung",3.91477514415946e-93,-0.22989303826108,0.051,0.25,9.16879486513587e-89,"1","Ung"
"Ppp1r14b",6.13039034846036e-93,-0.270104727674582,0.98,0.983,1.4357987235129e-88,"1","Ppp1r14b"
"Soga1",8.78315085395946e-93,0.219489640296355,0.696,0.426,2.05710176150584e-88,"1","Soga1"
"Tubg1",3.09055717619859e-92,0.197830870249621,0.55,0.287,7.23839396237472e-88,"1","Tubg1"
"Tmem86a",3.12168261395212e-92,-0.335562984176245,0.745,0.825,7.31129285013727e-88,"1","Tmem86a"
"Cchcr1",2.05389708246807e-91,0.159806166642807,0.354,0.13,4.81043235684847e-87,"1","Cchcr1"
"Tpp1",2.46091796407003e-91,-0.250939293162648,0.925,0.931,5.76371596364842e-87,"1","Tpp1"
"Ccdc14",1.24937374850299e-90,0.145163956539979,0.336,0.119,2.92615825636886e-86,"1","Ccdc14"
"Ctdspl2",1.62023523763325e-90,0.242525806319836,0.76,0.509,3.79475295006084e-86,"1","Ctdspl2"
"Myl6",1.97116440895177e-90,-0.261919060530452,0.986,0.989,4.61666416220594e-86,"1","Myl6"
"Gnas",3.60326140914721e-90,-0.242934663536999,0.998,0.998,8.43919854636367e-86,"1","Gnas"
"AC160336.1",6.50420398029672e-90,0.283595793505248,0.834,0.593,1.52334961422529e-85,"1","AC160336.1"
"Haus8",1.08810796000813e-89,0.190217784389001,0.545,0.283,2.54845765313504e-85,"1","Haus8"
"Eif1ad",1.79680736181906e-89,0.217374333683254,0.782,0.537,4.20830252211641e-85,"1","Eif1ad"
"Snn",5.51527137061037e-89,-0.265693612297727,0.562,0.692,1.29173170771065e-84,"1","Snn"
"Tagap",6.03877173741507e-89,0.205372506475895,0.58,0.32,1.41434072861998e-84,"1","Tagap"
"Pcm1",1.31614920159055e-88,0.249516353181699,0.952,0.824,3.08255304504522e-84,"1","Pcm1"
"Sat1",2.33004624293968e-88,-0.333721262881672,0.927,0.938,5.45720130558902e-84,"1","Sat1"
"Csrp1",8.80168984703589e-88,0.171839689130716,0.473,0.223,2.06144377907428e-83,"1","Csrp1"
"Dck",9.06395332964601e-88,0.209309898265015,0.476,0.231,2.12286850933639e-83,"1","Dck"
"Stag3",2.2645935706429e-87,0.146998099279307,0.293,0.095,5.30390460180274e-83,"1","Stag3"
"Phip",6.38988457796692e-87,0.232301326465585,0.959,0.81,1.49657486700563e-82,"1","Phip"
"Med30",1.12327462144296e-86,0.215460366962149,0.724,0.489,2.63082149088155e-82,"1","Med30"
"Tipin",1.41960085945137e-86,0.215607552895528,0.724,0.458,3.32484717292105e-82,"1","Tipin"
"Nup37",1.8435988110947e-86,0.147324351716502,0.374,0.148,4.3178927754649e-82,"1","Nup37"
"Cep83",1.14624572858897e-85,0.241152809734639,0.784,0.552,2.68462212092823e-81,"1","Cep83"
"Baz1b",2.39080445047131e-85,0.262339729865226,0.946,0.814,5.59950310344886e-81,"1","Baz1b"
"Pld3",5.44919702234659e-85,-0.307119946130811,0.446,0.59,1.27625643460379e-80,"1","Pld3"
"Pomt1",5.7036685814903e-85,0.167358965764777,0.459,0.215,1.33585621847084e-80,"1","Pomt1"
"Gm47283",7.73605537822984e-85,0.261453636342476,0.972,0.848,1.81186153013521e-80,"1","Gm47283"
"Fam213b",1.11040229405492e-84,-0.263398406797415,0.335,0.529,2.60067321290603e-80,"1","Fam213b"
"Gns",5.78688839967033e-84,-0.244362878581189,0.868,0.887,1.35534713208679e-79,"1","Gns"
"Pknox1",6.36395105434568e-84,0.18553056987654,0.536,0.281,1.4905009764383e-79,"1","Pknox1"
"Zwint",9.97071604885759e-84,0.217964529900809,0.794,0.572,2.33524140580294e-79,"1","Zwint"
"Gm38037",3.54780468671528e-83,0.0894967606340328,0.18,0.036,8.30931335675585e-79,"1","Gm38037"
"Slc25a10",6.06038283579202e-83,0.170578140439511,0.497,0.251,1.41940226397085e-78,"1","Slc25a10"
"Prim1",7.15597180900443e-83,0.158008053030591,0.569,0.314,1.67600015738693e-78,"1","Prim1"
"Pds5b",8.02423133145747e-83,0.209273343229163,0.756,0.506,1.87935522014065e-78,"1","Pds5b"
"Cep85",9.24855963458544e-83,0.155969814293366,0.364,0.148,2.16610515201625e-78,"1","Cep85"
"Selenow",1.04154556649346e-82,-0.280674362992552,0.665,0.75,2.43940387128434e-78,"1","Selenow"
"Lonrf3",2.12834498570649e-82,0.148246938322833,0.329,0.124,4.98479679102318e-78,"1","Lonrf3"
"Rbbp8",2.31007321926484e-82,0.18195969442571,0.537,0.282,5.41042248684017e-78,"1","Rbbp8"
"Tcn2",3.76410468950315e-82,-0.249908092122643,0.687,0.776,8.81590959328533e-78,"1","Tcn2"
"Pdlim4",4.12496370447322e-82,-0.246950741160721,0.7,0.801,9.66107749224672e-78,"1","Pdlim4"
