id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,microglia_4|microglia_4,microglia_4|microglia_5,microglia_4|oligos_7,microglia_4|opcs_2,microglia_4|opcs_9,microglia_5|microglia_4,microglia_5|microglia_5,microglia_5|oligos_7,microglia_5|opcs_2,microglia_5|opcs_9,oligos_7|microglia_4,oligos_7|microglia_5,oligos_7|oligos_7,oligos_7|opcs_2,oligos_7|opcs_9,opcs_2|microglia_4,opcs_2|microglia_5,opcs_2|oligos_7,opcs_2|opcs_2,opcs_2|opcs_9,opcs_9|microglia_4,opcs_9|microglia_5,opcs_9|oligos_7,opcs_9|opcs_2,opcs_9|opcs_9
CPI-SS0A9E884E0,CD200_CD200R1,simple:P41217,simple:Q8TD46,ENSG00000091972,ENSG00000163606,TRUE,FALSE,TRUE,curated,FALSE,0.24,,,,,,,,,,,0.337,0.243,,,,0.431,0.337,,,,0.385,0.291,,,
CPI-SS0AB21032D,PLXNB2_SEMA4C,simple:O15031,simple:Q9C0C4,ENSG00000196576,ENSG00000168758,FALSE,TRUE,TRUE,curated,FALSE,0.24,3.094,3.113,2.91,,2.838,2.55,2.569,,,,,,,,,,,,,,,,,,
CPI-SS0BD9F32BA,LGALS9_DAG1,simple:O00182,simple:Q14118,ENSG00000168961,ENSG00000173402,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.24,1.12,,,,1.224,1.161,1.133,,1.124,1.265,,,,,,,,,,,,,,,
CPI-SS04A5D6B6F,DLL1_NOTCH1,simple:O00548,simple:P46531,ENSG00000198719,ENSG00000148400,FALSE,FALSE,TRUE,curated,FALSE,0.28,,,,,,,,,,,,,,,,0.287,0.267,,,0.296,0.318,0.298,,0.224,0.327
CPI-CS0C99F8D96,BMR1A_AVR2B_BMP7,complex:BMR1A_AVR2B,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,0.32,,,,0.298,0.401,,,,0.294,0.396,,,,0.297,0.4,,,,,,,,,0.269,0.372
CPI-CS0288D901D,ACVR_1A2B receptor_BMP7,complex:ACVR_1A2B receptor,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,0.32,,,,0.298,0.401,,,,0.294,0.396,,,,0.297,0.4,,,,,,,,,0.269,0.372
CPI-SS0607D1101,NOTCH1_DLL3,simple:P46531,simple:Q9NYJ7,ENSG00000148400,ENSG00000090932,FALSE,TRUE,FALSE,curated,FALSE,0.32,,,,0.372,0.306,,,,0.352,0.285,,,,,,,,,0.277,0.211,,,,0.381,0.314
CPI-SS09C06644C,CADM3_CADM1,simple:Q8N126,simple:Q9BY67,ENSG00000162706,ENSG00000182985,FALSE,FALSE,FALSE,curated,FALSE,0.32,,,,,,,,,,,1.426,0.769,2.184,,0.876,1.275,,2.033,,,1.249,,2.007,,
CPI-SC0B9199C7F,LAMC1_aVb3 complex,simple:P11047,complex:aVb3 complex,ENSG00000135862,,TRUE,FALSE,FALSE,curated,TRUE,0.32,0.264,0.205,,,,0.241,,,,,0.298,0.239,,,,0.232,,,,,0.278,0.219,,,
CPI-CS048465560,ACVR_1A2B receptor_INHBB,complex:ACVR_1A2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,0.32,,,,0.143,0.157,,,,0.139,0.153,,,,0.142,0.156,,,,,,,,,0.114,0.128
CPI-SS09A3FA737,NAMPT_P2RY6,simple:P43490,simple:Q15077,ENSG00000105835,ENSG00000171631,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.32,3.573,3.461,,,,3.536,3.424,,,,3.475,3.363,,,,,,,,,3.444,3.332,,,
CPI-SS0B70EB09E,PDGFA_PDGFRA,simple:P04085,simple:P16234,ENSG00000197461,ENSG00000134853,TRUE,FALSE,TRUE,curated,FALSE,0.32,,,,2.234,2.741,,,,2.209,2.716,,,,3.159,3.666,,,,,,,,,2.205,2.712
CPI-SS027E12A36,MDK_PTPRZ1,simple:P21741,simple:P23471,ENSG00000110492,ENSG00000106278,TRUE,FALSE,FALSE,curated,FALSE,0.32,,,,,,,,,,,,,,,,0.673,,1.462,8.01,7.013,0.833,,1.622,8.17,7.173
CPI-SS00046DCF3,EPHA4_EFNB1,simple:P54764,simple:P98172,ENSG00000116106,ENSG00000090776,FALSE,TRUE,FALSE,curated,FALSE,0.36,,,,,,,,,,,0.263,0.301,,,0.257,0.152,0.19,,,0.146,0.185,0.223,,,0.179
CPI-SS02D18D12B,CADM3_CADM4,simple:Q8N126,simple:Q8NFZ8,ENSG00000162706,ENSG00000105767,FALSE,FALSE,FALSE,curated,FALSE,0.36,,,,,,,,,,,,,1.338,0.869,0.748,,,1.186,0.717,0.596,,,1.161,0.692,0.571
CPI-SS0E63AB61E,EFNA2_EPHA4,simple:O43921,simple:P54764,ENSG00000099617,ENSG00000116106,FALSE,FALSE,TRUE,curated,FALSE,0.36,,,,,,,,,,,,,0.32,0.209,0.242,,,0.289,0.178,0.211,,,0.302,0.191,0.224
CPI-SS07CA5A6F1,EPHA4_EFNB3,simple:P54764,simple:Q15768,ENSG00000116106,ENSG00000108947,FALSE,TRUE,TRUE,curated,FALSE,0.36,,,,,,,,,,,,,0.373,0.286,0.277,,,0.262,0.175,0.166,,,0.295,0.208,0.199
CPI-SS03098AC28,ERBB4_HBEGF,simple:Q15303,simple:Q99075,ENSG00000178568,ENSG00000113070,TRUE,TRUE,TRUE,curated,FALSE,0.36,,,,,,,,,,,,,0.228,0.195,0.224,,,0.17,0.138,0.166,,,0.242,0.209,0.237
CPI-SS0F9D53834,JAM3_JAM3,simple:Q9BX67,simple:Q9BX67,ENSG00000166086,ENSG00000166086,TRUE,FALSE,FALSE,curated,FALSE,0.36,,,,,,,,,,,,,1.623,1.096,1.042,,,1.096,0.57,0.516,,,1.042,0.516,0.462
CPI-SS033CB0BB2,CXADR_FAM3C,simple:P78310,simple:Q92520,ENSG00000154639,ENSG00000196937,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.36,,,,,,,,,,,,,,,,0.507,0.474,1.416,0.465,,0.577,0.543,1.486,0.535,0.526
CPI-SS0BFB29A42,PLXNB2_PTN,simple:O15031,simple:P21246,ENSG00000196576,ENSG00000105894,TRUE,TRUE,FALSE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,0.4,2.928,2.893,3.616,11.129,10.652,,,3.072,10.585,10.108,,,,,,,,,,,,,,8.445,7.968
CPI-CS05EAF93CC,BMPR1A_BMPR2_BMP7,complex:BMPR1A_BMPR2,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,0.4,,,,0.396,0.498,,,,0.367,0.47,,,,0.262,0.365,,,,0.272,0.375,,,,0.32,0.423
CPI-SS039799099,FGFR1_NCAM1,simple:P11362,simple:P13591,ENSG00000077782,ENSG00000149294,TRUE,TRUE,TRUE,curated,FALSE,0.4,,,,,,,,,,,,,,,,0.199,0.182,1.647,0.772,0.943,0.244,0.227,1.692,0.817,0.987
CPI-SC0EEF3A379,LAMC1_a6b1 complex,simple:P11047,complex:a6b1 complex,ENSG00000135862,,TRUE,FALSE,FALSE,curated,TRUE,0.4,2.6,2.437,,,,2.577,2.414,,,,2.634,2.471,,,,2.568,2.405,,,,2.613,2.451,,,
CPI-SS07DFEBFA8,GPR19_ENHO,simple:Q15760,simple:Q6UWT2,ENSG00000183150,ENSG00000168913,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.4,,,,,,,,,,,0.214,0.212,0.184,0.273,0.289,0.206,0.204,0.176,0.265,0.282,,,,,
CPI-SS00F4DDF4B,PTN_PTPRS,simple:P21246,simple:Q13332,ENSG00000105894,ENSG00000105426,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,0.56,,,,,,,,,,,1.265,1.258,1.114,,1.169,8.778,8.771,8.627,8.608,8.682,8.301,8.295,8.15,8.131,8.205
CPI-SS087B53ABF,JAM2_JAM3,simple:P57087,simple:Q9BX67,ENSG00000154721,ENSG00000166086,TRUE,FALSE,FALSE,curated,FALSE,0.6,,,1.023,0.496,0.442,,,0.946,0.419,0.365,,,1.061,0.535,0.481,,,1.036,0.51,0.456,,,1.068,0.541,0.487
CPI-SS0889E281D,CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,ENSG00000182985,ENSG00000182985,FALSE,FALSE,FALSE,curated,FALSE,0.64,2.37,1.713,3.128,1.632,1.82,1.713,,2.471,,,3.128,2.471,3.886,2.39,2.578,1.632,,2.39,,,1.82,,2.578,,
CPI-SS04E690D72,PTN_PTPRZ1,simple:P21246,simple:P23471,ENSG00000105894,ENSG00000106278,TRUE,FALSE,FALSE,curated,FALSE,0.68,,,1.014,7.562,6.564,,,0.979,7.527,6.53,,,1.702,8.25,7.252,8.425,,9.215,15.762,14.765,7.949,,8.738,15.286,14.288
CPI-SC0CE851065,COL6A2_a10b1 complex,simple:P12110,complex:a10b1 complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0D6C777F2,COL11A2_a10b1 complex,simple:P13942,complex:a10b1 complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F74C069F,COL9A1_a10b1 complex,simple:P20849,complex:a10b1 complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC041DEF0FB,COL5A1_a10b1 complex,simple:P20908,complex:a10b1 complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC011F01833,COL1A2_a10b1 complex,simple:P08123,complex:a10b1 complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F516B854,COL5A2_a10b1 complex,simple:P05997,complex:a10b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0FA79E269,COL4A2_a10b1 complex,simple:P08572,complex:a10b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC02B111AB0,COL6A1_a10b1 complex,simple:P12109,complex:a10b1 complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC04936738A,COL11A1_a10b1 complex,simple:P12107,complex:a10b1 complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS080611C5B,ALOX5_ALOX5AP,simple:P09917,simple:P20292,ENSG00000012779,ENSG00000132965,FALSE,FALSE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC087556B01,COL4A5_a10b1 complex,simple:P29400,complex:a10b1 complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0672FBD31,COL4A1_a1b1 complex,simple:P02462,complex:a1b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0BC63F8C0,COL3A1_a1b1 complex,simple:P02461,complex:a1b1 complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0123BC66C,PlexinA1_complex2_SEMA6D,complex:PlexinA1_complex2,simple:Q8NFY4,,ENSG00000137872,FALSE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0BF16A11C,COL20A1_a10b1 complex,simple:Q9P218,complex:a10b1 complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC02131C05A,COL12A1_a10b1 complex,simple:Q99715,complex:a10b1 complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0147A8A42,COL26A1_a10b1 complex,simple:Q96A83,complex:a10b1 complex,ENSG00000160963,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0C9CBDD21,COL27A1_a10b1 complex,simple:Q8IZC6,complex:a10b1 complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC090311934,COL24A1_a10b1 complex,simple:Q17RW2,complex:a10b1 complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC09DFB2ACA,COL19A1_a10b1 complex,simple:Q14993,complex:a10b1 complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0DFA98A14,CSF1R_IL34,simple:P07333,simple:Q6ZMJ4,ENSG00000182578,ENSG00000157368,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC067EE23E1,COL9A2_a10b1 complex,simple:Q14055,complex:a10b1 complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0517A327B,COL9A3_a10b1 complex,simple:Q14050,complex:a10b1 complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F94B2CF9,COL16A1_a10b1 complex,simple:Q07092,complex:a10b1 complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC008F4294F,COL7A1_a10b1 complex,simple:Q02388,complex:a10b1 complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC00C0800EB,COL4A4_a10b1 complex,simple:P53420,complex:a10b1 complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0017F527E,COL18A1_a10b1 complex,simple:P39060,complex:a10b1 complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08E75294D,COL15A1_a10b1 complex,simple:P39059,complex:a10b1 complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08B1D5269,COL5A3_a10b1 complex,simple:P25940,complex:a10b1 complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0D19BAF15,FN1_a10b1 complex,simple:P02751,complex:a10b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0EB5F7B6F,CNTF-1R_CLCF1,complex:CNTF-1R,simple:Q9UBD9,,ENSG00000175505,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC067433F6B,COL3A1_a10b1 complex,simple:P02461,complex:a10b1 complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS06D50EBF8,OSMR_OSM,complex:OSMR,simple:P13725,,ENSG00000099985,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC001669E22,GDF11_TGFR_AVR2A,simple:O95390,complex:TGFR_AVR2A,ENSG00000135414,,TRUE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0FDB4B6D9,GDF9_TGFR_BMPR2,simple:O60383,complex:TGFR_BMPR2,ENSG00000164404,,TRUE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0E0DEA7D5,PECAM1_CD38,simple:P16284,simple:P28907,ENSG00000261371,ENSG00000004468,FALSE,TRUE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0273C9AED,KDR_VEGFC,simple:P35968,simple:P49767,ENSG00000128052,ENSG00000150630,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0F972435E,FLT4_VEGFC,simple:P35916,simple:P49767,ENSG00000037280,ENSG00000150630,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC017215F7F,GDF11_TGFR_AVR2B,simple:O95390,complex:TGFR_AVR2B,ENSG00000135414,,TRUE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0077CEB82,TGFB3_TGFbeta receptor2,simple:P10600,complex:TGFbeta receptor2,ENSG00000119699,,TRUE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0D5CFA431,TGFB3_TGFbeta receptor1,simple:P10600,complex:TGFbeta receptor1,ENSG00000119699,,TRUE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS03A3EE72E,FLT4_PDGFC,simple:P35916,simple:Q9NRA1,ENSG00000037280,ENSG00000145431,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS03CC15FF3,PDGFRA_PDGFC,simple:P16234,simple:Q9NRA1,ENSG00000134853,ENSG00000145431,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS02A170A99,SPN_SIGLEC1,simple:P16150,simple:Q9BZZ2,ENSG00000197471,ENSG00000088827,TRUE,FALSE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS06B94F144,NPR2_NPPC,simple:P20594,simple:P23582,ENSG00000159899,ENSG00000163273,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0EB4002A2,NPR3_NPPC,simple:P17342,simple:P23582,ENSG00000113389,ENSG00000163273,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0A1864A37,NPR1_NPPC,simple:P16066,simple:P23582,ENSG00000169418,ENSG00000163273,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0C59AF029,IL33 receptor_IL33,complex:IL33 receptor,simple:O95760,,ENSG00000137033,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0B6F1A278,COL4A1_a10b1 complex,simple:P02462,complex:a10b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS05426BFFA,IL1 receptor_IL1B,complex:IL1 receptor,simple:P01584,,ENSG00000125538,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS077F1340A,FLT1 complex_VEGFB,complex:FLT1 complex,simple:P49765,,ENSG00000173511,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS04C672963,ESAM_ESAM,simple:Q96AP7,simple:Q96AP7,ENSG00000149564,ENSG00000149564,FALSE,FALSE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS05A8552D7,EDA_EDAR,simple:Q92838,simple:Q9UNE0,ENSG00000158813,ENSG00000135960,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0893BD6B6,IL16_GRIN2C,simple:Q14005,simple:Q14957,ENSG00000172349,ENSG00000161509,TRUE,FALSE,TRUE,I2D,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS056FF4363,CD48_CD244,simple:P09326,simple:Q9BZW8,ENSG00000117091,ENSG00000122223,FALSE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F4AC5AA2,ICAM1_aLb2 complex,simple:P05362,complex:aLb2 complex,ENSG00000090339,,FALSE,TRUE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0B337B316,TEK_ANGPT1,simple:Q02763,simple:Q15389,ENSG00000120156,ENSG00000154188,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08923F7F7,F11R_aLb2 complex,simple:Q9Y624,complex:aLb2 complex,ENSG00000158769,,FALSE,TRUE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0C57A3081,PlexinA1_complex1_SEMA6D,complex:PlexinA1_complex1,simple:Q8NFY4,,ENSG00000137872,FALSE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS067298D94,FLT1 complex_VEGFA,complex:FLT1 complex,simple:P15692,,ENSG00000112715,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS07D56EB05,CMKLR1_RARRES2,simple:Q99788,simple:Q99969,ENSG00000174600,ENSG00000106538,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS061A7E099,CD55_ADGRE5,simple:P08174,simple:P48960,ENSG00000196352,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS06CBC985C,LTBR_LTB,simple:P36941,simple:Q06643,ENSG00000111321,ENSG00000227507,FALSE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS073D36B1D,FLT1 complex_PGF,complex:FLT1 complex,simple:P49763,,ENSG00000119630,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0D8148841,APLNR_APLN,simple:P35414,simple:Q9ULZ1,ENSG00000134817,ENSG00000171388,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS06072FF4E,IL1 receptor_IL1A,complex:IL1 receptor,simple:P01583,,ENSG00000115008,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0545E2502,COL5A2_a1b1 complex,simple:P05997,complex:a1b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0BEC40E19,BMR1B_AVR2B_BMP5,complex:BMR1B_AVR2B,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0458F68A5,COL4A2_a1b1 complex,simple:P08572,complex:a1b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC01195CB48,TNC_a8b1 complex,simple:P24821,complex:a8b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC092C3E4DF,FN1_a8b1 complex,simple:P02751,complex:a8b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC058F72F90,FBN1_a5b1 complex,simple:P35555,complex:a5b1 complex,ENSG00000166147,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0B79F5D68,ACVR_1C2B receptor_INHBA,complex:ACVR_1C2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08B2AD7C6,FN1_a5b1 complex,simple:P02751,complex:a5b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS007ADC2D1,ACVR_1C2A receptor_INHBB,complex:ACVR_1C2A receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0A5400A6A,ACVR_1C2B receptor_INHBB,complex:ACVR_1C2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0BC542ACC,TNC_a4b1 complex,simple:P24821,complex:a4b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC096929DB0,FN1_aVb1 complex,simple:P02751,complex:aVb1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0E4E75E3B,BMPR1A_BMPR2_BMP2,complex:BMPR1A_BMPR2,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC09938698A,CSPG4_a3b1 complex,simple:Q6UVK1,complex:a3b1 complex,ENSG00000173546,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC02BFEEC8A,THBS1_a3b1 complex,simple:P07996,complex:a3b1 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC04F2478E9,FN1_a3b1 complex,simple:P02751,complex:a3b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS028ACED72,BMPR1B_BMPR2_BMP2,complex:BMPR1B_BMPR2,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS075442484,BMR1A_ACR2A_BMP2,complex:BMR1A_ACR2A,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0BE59B43E,BMR1A_AVR2B_BMP2,complex:BMR1A_AVR2B,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
